"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TXN","Texas Instruments Incorporated","88.88","85373082993.44","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",
"DSGX","The Descartes Systems Group Inc.","25.25","1940830291.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",
"KEYW","The KEYW Holding Corporation","6.66","332053907.04","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",
"MIDD","The Middleby Corporation","100.7","5623758863.4","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",
"TSG","The Stars Group Inc.","16.6","4534355453.8","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg",
"TTD","The Trade Desk, Inc.","109.56","4737606667.2","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd",
"ULTI","The Ultimate Software Group, Inc.","234.71","7339227730.24","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti",
"TISA","Top Image Systems, Ltd.","0.54","9855929.88","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","14.05","1473969033.4","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"TACT","TransAct Technologies Incorporated","9.27","68514829.56","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",
"TZOO","Travelzoo","8.87","107422982.27","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TRIP","TripAdvisor, Inc.","51.04","7026492137.28","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TRVG","trivago N.V.","5.73","177888434.46","31045102","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TRUE","TrueCar, Inc.","9.02","938122303.8","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"TSRI","TSR, Inc.","4.52","8868520.24","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","28.19","1302182840.63","n/a","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","9.04","937242692.56","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","59.05","627474688.95","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TWIN","Twin Disc, Incorporated","15.34","200762434.08","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"UBNT","Ubiquiti Networks, Inc.","95.95","6796641182.05","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UCTT","Ultra Clean Holdings, Inc.","8.36","326158553.16","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPLD","Upland Software, Inc.","26.6","574278040","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","17.87","1899565024.22","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/upwk",
"VRNS","Varonis Systems, Inc.","49.01","1444065584.13","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vrns",
"VECO","Veeco Instruments Inc.","7.48","357491647.48","n/a","1994","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/veco",
"VRNT","Verint Systems Inc.","40.65","2653292491.2","n/a","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","142.59","17237479380.03","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","105.33","17339439451.53","n/a","2009","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsk",
"VERI","Veritone, Inc.","4.62","89296644.36","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",
"VSAT","ViaSat, Inc.","57.31","3418554623.99","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","9.63","2199707095.68","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/viav",
"VRTU","Virtusa Corporation","39.51","1181807592.57","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/vrtu",
"VUZI","Vuzix Corporation","5.04","139041010.08","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vuzi",
"WSTG","Wayside Technology Group, Inc.","10.49","47168222.06","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/wstg",
"WB","Weibo Corporation","55.97","3586967804.13","64087329","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wb",
"WDC","Western Digital Corporation","35.65","10317990127.2","n/a","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/wdc",
"WIX","Wix.com Ltd.","85.16","3993015292.4","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wix",
"WDAY","Workday, Inc.","154.02","33884400000","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wday",
"XLNX","Xilinx, Inc.","83.58","21149370297.3","n/a","1990","Technology","Semiconductors","https://www.nasdaq.com/symbol/xlnx",
"XPER","Xperi Corporation","18.51","896220160.11","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/xper",
"XNET","Xunlei Limited","3.38","131507758.98","38907621","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/xnet",
"YNDX","Yandex N.V.","26.8","8693862755.2","n/a","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/yndx",
"YY","YY Inc.","59.53","2947470374.09","49512353","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/yy",
"ZBRA","Zebra Technologies Corporation","146.88","7902808778.88","n/a","1991","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/zbra",
"ZIXI","Zix Corporation","5.89","319224028.92","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/zixi",
"ZS","Zscaler, Inc.","39.32","4806874561.12","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/zs",
"ZNGA","Zynga Inc.","3.92","3378576710.88","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/znga",
